City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Kamenka,RU,2021-03-15 03:05:24,51.3223,42.7678,26.01,86,100,14.34
295,San Carlos Del Zulia,VE,2021-03-15 03:05:24,9.0,-71.9135,75.79,77,8,3.78
296,Luderitz,NA,2021-03-15 03:05:25,-26.6481,15.1594,64.06,79,0,17.69
297,Akyab,MM,2021-03-15 03:05:26,20.15,92.9,80.64,35,0,4.88
298,Ugoofaaru,MV,2021-03-15 03:05:26,5.6667,73.0,82.78,76,45,12.77
299,Ambilobe,MG,2021-03-15 03:05:27,-13.2,49.05,72.88,94,18,1.79
300,Taltal,CL,2021-03-15 03:05:28,-25.4,-70.4833,63.46,89,34,3.36
301,Hamilton,US,2021-03-15 03:02:56,39.1834,-84.5333,46.99,36,1,14.97
302,Okato,NZ,2021-03-15 03:05:28,-39.2,173.8833,70.0,72,88,8.99
303,Bonfim,BR,2021-03-15 03:05:29,3.0833,-59.95,80.42,73,95,4.05
304,Pangnirtung,CA,2021-03-15 03:05:30,66.1451,-65.7125,-18.42,88,4,1.68
305,Te Anau,NZ,2021-03-15 03:05:31,-45.4167,167.7167,61.43,77,62,5.68
306,Sechura,PE,2021-03-15 03:05:31,-5.5569,-80.8222,78.71,68,97,11.54
307,Hayden,US,2021-03-15 03:02:06,47.766,-116.7866,53.6,47,1,2.71
308,Korla,CN,2021-03-15 03:05:32,41.7597,86.1469,55.06,31,38,14.41
309,Rosita,NI,2021-03-15 03:05:34,13.9268,-84.4032,69.62,98,3,1.34
310,Melfort,CA,2021-03-15 03:05:34,52.8667,-104.6177,37.4,70,19,20.71
311,Borogontsy,RU,2021-03-15 03:05:35,62.6683,131.1683,12.87,91,100,12.84
312,Poya,NC,2021-03-15 03:05:35,-21.35,165.15,83.28,67,14,9.91
313,Dunedin,NZ,2021-03-15 03:05:36,-45.8742,170.5036,64.0,74,92,4.0
314,Lazaro Cardenas,MX,2021-03-15 03:05:36,17.9583,-102.2,74.64,82,31,1.28
315,Alofi,NU,2021-03-15 03:05:37,-19.0595,-169.9187,86.0,66,100,6.91
316,Masuda,JP,2021-03-15 03:05:37,34.6667,131.85,59.0,55,20,4.61
317,Nome,US,2021-03-15 03:03:09,64.5011,-165.4064,19.4,93,90,14.97
318,Vuktyl,RU,2021-03-15 03:05:39,63.8567,57.3094,18.0,94,100,9.44
319,Komsomolskiy,UZ,2021-03-15 03:05:41,40.4272,71.7189,30.2,74,75,4.61
320,Latina,IT,2021-03-15 03:05:41,41.45,13.1,43.0,70,8,5.99
321,Palmas,BR,2021-03-15 03:05:42,-10.2128,-48.3603,75.2,100,20,2.3
322,Mayo,US,2021-03-15 03:05:44,38.8876,-76.5119,48.2,29,1,23.02
323,Mount Gambier,AU,2021-03-15 03:05:44,-37.8333,140.7667,66.2,72,75,8.05
324,Homer,US,2021-03-15 03:02:53,59.6425,-151.5483,27.0,93,90,6.91
325,Kailua,US,2021-03-15 03:05:46,21.4022,-157.7394,78.8,65,75,5.75
326,Otane,NZ,2021-03-15 03:05:46,-39.8833,176.6333,72.0,79,22,5.01
327,Khani,GE,2021-03-15 03:05:47,41.9563,42.9566,46.4,49,0,33.38
328,Lamu,KE,2021-03-15 03:05:47,-2.2717,40.902,77.0,88,20,6.2
329,Bontang,ID,2021-03-15 03:05:49,0.1333,117.5,86.83,61,0,3.83
330,Ushtobe,KZ,2021-03-15 03:05:50,45.2514,77.9838,26.89,73,99,14.56
331,Talaya,RU,2021-03-15 03:05:51,61.3833,152.75,5.7,70,1,2.17
332,Idlib,SY,2021-03-15 03:05:53,35.9306,36.6339,53.6,94,75,2.3
333,Sao Joao Da Barra,BR,2021-03-15 03:05:53,-21.6403,-41.0511,76.08,90,38,10.76
334,Tanabe,JP,2021-03-15 03:05:54,33.7333,135.3667,59.0,41,20,17.27
335,Karratha,AU,2021-03-15 03:05:54,-20.7377,116.8463,90.61,44,57,23.13
336,Warora,IN,2021-03-15 03:02:04,20.2333,79.0,82.44,21,0,5.7
337,Wajima,JP,2021-03-15 03:07:10,37.4,136.9,51.8,50,20,5.75
338,Chernyshevskiy,RU,2021-03-15 03:07:10,63.0128,112.4714,-3.51,92,86,13.0
339,Murgab,TM,2021-03-15 03:07:12,37.4966,61.9714,30.2,80,0,6.91
340,Camposampiero,IT,2021-03-15 03:07:12,45.5684,11.9354,41.0,93,0,6.91
341,Emba,KZ,2021-03-15 03:07:13,48.8264,58.1442,3.47,65,100,2.08
342,Vila Velha,BR,2021-03-15 03:07:14,-20.3297,-40.2925,77.0,83,0,2.3
343,Manzil Salim,TN,2021-03-15 03:07:14,35.8567,8.4765,44.6,81,75,12.66
344,Benghazi,LY,2021-03-15 03:07:15,32.1167,20.0667,59.68,78,75,12.28
345,Sable-Sur-Sarthe,FR,2021-03-15 03:07:15,47.8376,-0.3329,48.99,87,90,12.66
346,Usinsk,RU,2021-03-15 03:07:17,65.9939,57.5281,19.72,94,100,17.67
347,Bowen,AU,2021-03-15 03:07:18,-20.0167,148.2333,86.0,62,40,9.22
348,Meulaboh,ID,2021-03-15 03:07:19,4.1363,96.1285,84.13,68,19,2.53
349,Kashi,CN,2021-03-15 03:06:13,39.4547,75.9797,44.6,26,0,8.95
350,Canakkale,TR,2021-03-15 03:07:19,40.0833,26.8333,48.2,87,0,3.65
351,Poum,NC,2021-03-15 03:07:21,-20.2333,164.0167,79.83,70,2,4.43
352,Hof,DE,2021-03-15 03:07:21,50.3167,11.9167,34.0,95,99,15.99
353,Veraval,IN,2021-03-15 03:07:23,20.9,70.3667,78.91,40,0,11.9
354,Kimbe,PG,2021-03-15 03:07:23,-5.5502,150.1429,87.33,60,95,6.73
355,Ternate,ID,2021-03-15 03:07:23,0.8,127.4,85.12,66,6,5.75
356,Grand Gaube,MU,2021-03-15 03:07:24,-20.0064,57.6608,75.99,92,94,3.0
357,Ina,JP,2021-03-15 03:07:24,35.8276,137.9538,57.0,53,20,2.3
358,Margate,GB,2021-03-15 03:07:25,51.3813,1.3862,46.99,75,100,8.01
359,Tigil,RU,2021-03-15 03:07:25,57.8,158.6667,23.11,88,100,18.01
360,Huaibei,CN,2021-03-15 03:07:24,33.9744,116.7917,63.27,76,99,5.32
361,La Asuncion,VE,2021-03-15 03:07:26,11.0333,-63.8628,86.0,70,87,11.5
362,Gladstone,AU,2021-03-15 03:07:27,-23.85,151.25,87.8,51,46,10.36
363,Jimenez,MX,2021-03-15 03:07:28,28.3333,-105.4,64.4,4,1,8.05
364,Alvorada,BR,2021-03-15 03:07:29,-12.48,-49.1247,71.91,88,51,1.36
365,Mahina,PF,2021-03-15 03:07:30,-17.5065,-149.489,87.01,70,40,4.61
366,Linxia,CN,2021-03-15 03:07:30,35.6003,103.2064,58.12,13,0,1.54
367,Podosinovets,RU,2021-03-15 03:07:30,60.2776,47.0659,26.22,94,100,7.36
368,Caxito,AO,2021-03-15 03:07:31,-8.5785,13.6643,80.6,83,40,4.61
369,Rock Sound,BS,2021-03-15 03:07:32,24.9,-76.2,73.36,73,47,7.76
370,Proletarskiy,RU,2021-03-15 03:07:32,50.7914,35.7731,33.8,80,0,8.95
371,Ucluelet,CA,2021-03-15 03:06:17,48.9329,-125.5528,42.01,68,16,7.0
372,Brockville,CA,2021-03-15 03:04:19,44.5834,-75.6826,17.6,41,40,13.8
373,Vrangel,RU,2021-03-15 03:07:33,42.7297,133.0839,42.37,69,0,4.61
374,Byron Bay,AU,2021-03-15 03:07:33,-28.65,153.6167,68.0,94,90,12.66
375,Bandarbeyla,SO,2021-03-15 03:07:34,9.4942,50.8122,78.15,76,99,10.11
376,Burhanpur,IN,2021-03-15 03:07:34,21.3,76.2333,84.9,21,0,1.79
377,Kindu,CD,2021-03-15 03:07:35,-2.95,25.95,69.87,98,100,1.72
378,Kodiak,US,2021-03-15 03:06:26,57.79,-152.4072,35.6,60,1,12.66
379,Neryungri,RU,2021-03-15 03:07:35,56.6709,124.6491,4.01,85,100,20.85
380,Humberto De Campos,BR,2021-03-15 03:07:36,-2.5983,-43.4611,74.66,92,28,3.04
381,San Juan,AR,2021-03-15 03:03:41,-31.5375,-68.5364,73.4,65,3,7.27
382,Lavrentiya,RU,2021-03-15 03:07:37,65.5833,-171.0,24.06,92,100,15.32
383,Verkhoyansk,RU,2021-03-15 03:07:37,67.5447,133.385,5.88,73,100,6.38
384,Auki,SB,2021-03-15 03:07:38,-8.7676,160.7034,84.65,69,67,6.78
385,Hervey Bay,AU,2021-03-15 03:07:38,-25.2986,152.8535,90.0,48,66,12.66
386,Itamaraju,BR,2021-03-15 03:07:39,-17.0392,-39.5311,67.96,95,0,1.7
387,Puerto Berrio,CO,2021-03-15 03:07:14,6.4916,-74.4033,75.18,88,100,0.65
388,Birao,CF,2021-03-15 03:07:40,10.2849,22.7882,76.05,20,82,5.44
389,Hay River,CA,2021-03-15 03:07:40,60.8156,-115.7999,3.2,78,90,13.8
390,Skerries,IE,2021-03-15 03:07:40,53.5828,-6.1083,46.99,93,75,10.36
391,Richards Bay,ZA,2021-03-15 03:07:41,-28.783,32.0377,70.99,93,27,6.98
392,Agadez,NE,2021-03-15 03:07:41,19.75,10.25,69.26,21,11,12.44
393,Gornopravdinsk,RU,2021-03-15 03:07:42,60.05,69.9,9.63,96,96,7.83
394,Atar,MR,2021-03-15 03:07:42,20.5169,-13.0499,70.47,27,0,6.26
395,Husavik,IS,2021-03-15 03:07:43,66.0449,-17.3389,15.8,86,0,1.14
396,Anqing,CN,2021-03-15 03:07:43,30.5092,117.0506,70.57,67,100,7.52
397,Kenai,US,2021-03-15 03:07:44,60.5544,-151.2583,19.99,86,90,8.05
398,La Ronge,CA,2021-03-15 03:07:45,55.1001,-105.2842,41.0,60,26,13.8
399,Guozhen,CN,2021-03-15 03:07:45,34.3659,107.359,68.67,47,0,1.41
400,Moussoro,TD,2021-03-15 03:07:45,13.6408,16.4901,83.66,12,0,8.93
401,Sambhal,IN,2021-03-15 03:07:46,28.5833,78.55,74.86,22,0,7.11
402,Sao Filipe,CV,2021-03-15 03:07:46,14.8961,-24.4956,70.72,71,0,4.54
403,Ishigaki,JP,2021-03-15 03:07:46,24.3448,124.1572,75.2,57,75,11.5
404,Bang Saphan,TH,2021-03-15 03:07:48,11.2126,99.5117,86.0,70,40,6.91
405,Kupang,ID,2021-03-15 03:07:49,-10.1667,123.5833,84.2,79,20,6.91
406,Wilmington,US,2021-03-15 03:06:34,34.2257,-77.9447,62.01,77,1,5.75
407,Goderich,CA,2021-03-15 03:07:50,43.7501,-81.7165,26.6,54,0,10.36
408,Baghdad,IQ,2021-03-15 03:04:41,33.3406,44.4009,50.0,71,0,2.1
409,Kirovsk,UA,2021-03-15 03:07:51,48.6375,38.6428,29.77,86,97,10.71
410,Ust-Maya,RU,2021-03-15 03:07:51,60.4167,134.5333,19.49,92,100,7.52
411,Paracuru,BR,2021-03-15 03:07:52,-3.41,-39.0306,82.0,73,1,11.99
412,Zhangjiakou,CN,2021-03-15 03:07:52,40.81,114.8794,35.74,19,24,18.14
413,Mindelo,CV,2021-03-15 03:07:53,16.8901,-24.9804,68.0,77,20,21.85
414,Amarante Do Maranhao,BR,2021-03-15 03:07:53,-5.5667,-46.7422,71.56,96,100,2.64
415,Adrar,MR,2021-03-15 03:07:54,20.5022,-10.0711,68.86,28,0,8.19
416,Ankpa,NG,2021-03-15 03:07:55,7.3706,7.6253,70.93,88,54,7.7
417,Ranong,TH,2021-03-15 03:07:56,9.9658,98.6348,84.2,70,20,5.75
418,Vanavara,RU,2021-03-15 03:07:58,60.34,102.2797,7.09,90,100,12.17
419,Ostrovnoy,RU,2021-03-15 03:07:58,68.0531,39.5131,20.68,93,98,4.21
420,Marzuq,YE,2021-03-15 03:07:58,14.4,46.4667,55.78,67,63,0.36
421,Malakal,SS,2021-03-15 03:07:59,9.5334,31.6605,84.0,35,84,1.5
422,Baruun-Urt,MN,2021-03-15 03:07:59,46.6806,113.2792,21.49,19,0,21.52
423,Nioro,GM,2021-03-15 03:08:00,13.35,-15.75,71.46,25,0,5.61
424,Ust-Nera,RU,2021-03-15 03:08:00,64.5667,143.2,-0.54,90,100,2.95
425,Male,MV,2021-03-15 03:08:01,4.1748,73.5089,82.4,89,75,5.75
426,Kununurra,AU,2021-03-15 03:08:01,-15.7667,128.7333,84.2,79,40,12.66
427,Batesville,US,2021-03-15 03:08:02,35.7698,-91.641,53.6,94,90,8.05
428,Nabire,ID,2021-03-15 03:08:02,-3.3667,135.4833,87.87,59,2,5.82
429,Marawi,PH,2021-03-15 03:08:02,7.9986,124.2928,82.99,77,1,5.01
430,Anajatuba,BR,2021-03-15 03:08:03,-3.2644,-44.6197,73.27,97,77,2.37
431,Marsh Harbour,BS,2021-03-15 03:05:26,26.5412,-77.0636,72.07,68,30,9.64
432,Bend,US,2021-03-15 03:03:45,44.0582,-121.3153,42.8,56,40,4.61
433,Molochnoye,RU,2021-03-15 03:08:04,59.2917,39.6787,32.11,97,100,7.58
434,Lima,PE,2021-03-15 03:05:18,-12.0432,-77.0282,77.0,73,0,8.05
435,Rawson,AR,2021-03-15 03:05:28,-43.3002,-65.1023,61.43,77,100,21.94
436,Trat,TH,2021-03-15 03:08:05,12.5,102.5,91.0,74,20,2.3
437,Mililani Town,US,2021-03-15 03:08:06,21.45,-158.0011,75.2,78,20,5.75
438,Laguna,US,2021-03-15 03:05:10,38.421,-121.4238,55.0,66,90,6.91
439,Zanjan,IR,2021-03-15 03:04:07,36.6736,48.4787,37.76,71,95,7.4
440,Plettenberg Bay,ZA,2021-03-15 03:08:07,-34.0527,23.3716,68.16,92,100,3.27
441,Alice Springs,AU,2021-03-15 03:08:08,-23.7,133.8833,69.8,46,0,16.11
442,Kodar,IN,2021-03-15 03:08:09,16.9833,79.9667,78.8,64,0,5.95
443,Klyuchi,RU,2021-03-15 03:08:09,52.2667,79.1667,4.5,84,100,7.96
444,Vammala,FI,2021-03-15 03:08:10,61.3333,22.9,32.0,100,90,6.91
445,Namatanai,PG,2021-03-15 03:08:10,-3.6667,152.4333,84.29,65,95,5.61
446,Coro,VE,2021-03-15 03:08:11,11.4045,-69.6734,75.97,86,44,10.83
447,Yumen,CN,2021-03-15 03:08:11,40.2833,97.2,38.71,22,43,25.32
448,Waw,SS,2021-03-15 03:08:11,7.7029,27.9953,74.43,73,100,3.65
449,Mehamn,NO,2021-03-15 03:08:12,71.0357,27.8492,30.2,93,100,19.33
450,Fairbanks,US,2021-03-15 03:04:59,64.8378,-147.7164,15.8,56,1,3.04
451,Sa Kaeo,TH,2021-03-15 03:08:12,13.75,102.3333,88.9,50,0,6.46
452,Berbera,SO,2021-03-15 03:08:13,10.4396,45.0143,78.58,75,93,3.85
453,Esmeralda,CU,2021-03-15 03:08:06,21.8525,-78.1169,69.8,88,20,8.05
454,Port Lincoln,AU,2021-03-15 03:08:13,-34.7333,135.8667,68.02,64,100,4.94
455,Aloleng,PH,2021-03-15 03:08:15,16.1307,119.7824,86.22,58,25,3.49
456,Yakeshi,CN,2021-03-15 03:08:15,49.2833,120.7333,22.35,87,91,15.32
457,Nara,JP,2021-03-15 03:08:15,34.6851,135.8049,62.01,51,20,6.91
458,Kanniyakumari,IN,2021-03-15 03:08:18,8.0833,77.5667,82.38,65,81,15.05
459,College,US,2021-03-15 03:08:19,64.8569,-147.8028,15.8,38,20,3.0
460,Llallagua,BO,2021-03-15 03:08:19,-18.4167,-66.6333,41.18,85,93,5.77
461,Ponta Delgada,PT,2021-03-15 03:08:20,37.7333,-25.6667,60.8,94,75,5.75
462,Luba,GQ,2021-03-15 03:08:21,3.4568,8.5547,79.84,75,100,3.33
463,Dothan,US,2021-03-15 03:05:55,31.2232,-85.3905,66.99,72,1,5.75
464,Quimper,FR,2021-03-15 03:08:22,48.0,-4.1,50.0,87,90,16.11
465,Lebanon,US,2021-03-15 03:08:23,36.2081,-86.2911,59.0,29,90,4.61
466,Avera,US,2021-03-15 03:08:23,33.194,-82.5271,68.0,73,1,6.91
467,Praia Da Vitoria,PT,2021-03-15 03:08:23,38.7333,-27.0667,60.01,88,20,4.63
468,Tura,IN,2021-03-15 03:06:25,25.5198,90.2201,83.44,28,0,3.96
469,Mirabad,AF,2021-03-15 03:08:24,30.4362,61.8383,48.72,33,2,11.05
470,Ixtapa,MX,2021-03-15 03:08:24,20.7,-105.2,70.0,78,1,3.44
471,Madimba,TZ,2021-03-15 03:08:25,-10.4,40.3333,74.52,92,17,5.3
472,Williston,US,2021-03-15 03:07:51,48.147,-103.618,42.01,36,100,3.0
473,Alamogordo,US,2021-03-15 03:08:20,32.8995,-105.9603,50.0,33,20,6.91
474,Solginskiy,RU,2021-03-15 03:08:25,61.05,41.3428,28.63,96,99,8.9
475,Aguimes,ES,2021-03-15 03:08:26,27.9054,-15.4461,62.6,72,20,14.97
476,Larap,PH,2021-03-15 03:08:26,14.299,122.6504,81.48,86,98,5.77
477,Milkovo,RU,2021-03-15 03:08:27,54.7167,158.6167,36.34,88,0,9.62
478,Pedernales,DO,2021-03-15 03:08:27,18.0384,-71.744,77.05,75,35,5.91
479,Oxford,GB,2021-03-15 03:05:35,51.7522,-1.256,46.4,93,75,10.36
480,Gorontalo,ID,2021-03-15 03:08:29,0.5412,123.0595,89.19,59,74,5.01
481,Port-Gentil,GA,2021-03-15 03:08:29,-0.7193,8.7815,78.96,82,100,7.7
482,Polyarnyy,RU,2021-03-15 03:08:30,69.1989,33.4478,24.8,86,75,2.24
483,Tommot,RU,2021-03-15 03:08:30,58.9564,126.2925,9.27,81,100,12.73
484,Tautira,PF,2021-03-15 03:08:31,-17.7333,-149.15,87.01,70,40,4.61
485,Nemuro,JP,2021-03-15 03:06:05,43.3236,145.575,42.8,65,40,11.5
486,Paamiut,GL,2021-03-15 03:08:31,61.994,-49.6678,25.65,67,99,13.96
487,Guaraniacu,BR,2021-03-15 03:08:32,-25.1008,-52.8781,64.89,93,0,1.43
488,Beloha,MG,2021-03-15 03:07:20,-25.1667,45.05,70.02,83,0,9.28
489,Ketchikan,US,2021-03-15 03:08:34,55.3422,-131.6461,30.2,80,40,3.44
490,Sumbe,AO,2021-03-15 03:08:35,-11.2061,13.8437,79.48,89,99,8.84
491,Roald,NO,2021-03-15 03:08:35,62.5833,6.1333,35.6,87,0,5.75
492,Samarai,PG,2021-03-15 03:08:36,-10.6167,150.6667,83.26,71,24,0.49
493,Asau,RO,2021-03-15 03:08:36,46.4333,26.4,42.01,60,100,3.36
494,Talalayivka,UA,2021-03-15 03:08:37,50.9578,31.9209,34.45,98,100,9.44
495,Belmonte,BR,2021-03-15 03:08:38,-15.8631,-38.8828,73.4,88,20,2.3
496,Coahuayana,MX,2021-03-15 03:08:38,18.7333,-103.6833,71.44,94,14,1.66
497,Yerbogachen,RU,2021-03-15 03:08:38,61.2767,108.0108,10.11,91,100,13.6
498,Kochevo,RU,2021-03-15 03:08:39,59.5994,54.3125,18.5,93,100,8.39
499,Araouane,ML,2021-03-15 03:08:39,18.9048,-3.5265,70.79,30,0,9.08
500,Hovd,MN,2021-03-15 03:08:40,48.0056,91.6419,19.17,22,100,4.05
501,San Quintin,MX,2021-03-15 03:08:40,30.4833,-115.95,54.75,81,99,16.04
502,Troitskoye,RU,2021-03-15 03:08:41,52.9821,84.6757,7.07,94,100,6.24
503,Tahlequah,US,2021-03-15 03:08:41,35.9154,-94.97,51.01,100,1,3.44
504,Rivera,UY,2021-03-15 03:08:42,-30.9053,-55.5508,62.06,69,0,7.87
505,Constantine,DZ,2021-03-15 03:08:42,36.365,6.6147,42.8,87,40,5.75
506,Udachnyy,RU,2021-03-15 03:08:42,66.4167,112.4,-9.45,85,49,12.68
507,Thai Binh,VN,2021-03-15 03:08:43,20.45,106.3333,73.4,88,75,4.61
508,Iwanai,JP,2021-03-15 03:08:44,42.9744,140.5089,47.98,59,12,4.5
509,Pavagada,IN,2021-03-15 03:08:45,14.1,77.2667,76.05,36,0,6.44
510,Polunochnoye,RU,2021-03-15 03:08:45,60.8697,60.4153,9.93,90,54,5.82
511,Cabo San Lucas,MX,2021-03-15 03:08:09,22.8909,-109.9124,66.2,63,20,1.41
512,Sioux Lookout,CA,2021-03-15 03:08:46,50.1001,-91.917,24.8,39,1,2.3
513,Portales,US,2021-03-15 03:08:48,34.1862,-103.3344,46.99,36,1,23.02
514,Camacha,PT,2021-03-15 03:08:48,33.0833,-16.3333,60.8,77,20,8.05
515,Gat,IL,2021-03-15 03:08:48,31.61,34.7642,55.0,100,99,1.01
516,Lucapa,AO,2021-03-15 03:08:49,-8.4192,20.7447,62.92,93,94,1.7
517,Peniche,PT,2021-03-15 03:08:49,39.3558,-9.3811,52.0,89,79,9.98
518,Longyearbyen,SJ,2021-03-15 03:08:50,78.2186,15.6401,-0.4,65,20,9.22
519,Ust-Tsilma,RU,2021-03-15 03:08:50,65.441,52.1498,25.2,95,100,7.72
520,Saint Stephen,GB,2021-03-15 03:08:51,50.3333,-4.9,48.2,87,90,20.71
521,Pafos,CY,2021-03-15 03:08:52,34.7667,32.4167,55.4,88,100,8.05
522,Misratah,LY,2021-03-15 03:08:52,32.3754,15.0925,57.87,71,0,16.69
523,Turkistan,KZ,2021-03-15 03:08:52,43.0,68.0,22.93,69,0,6.73
524,Flin Flon,CA,2021-03-15 03:08:53,54.7682,-101.865,32.02,81,35,12.01
525,Atessa,IT,2021-03-15 03:08:53,42.0693,14.4511,39.0,82,78,13.0
526,Kahului,US,2021-03-15 03:08:54,20.8947,-156.47,77.0,94,40,5.75
527,Mecca,SA,2021-03-15 03:07:38,21.4267,39.8261,74.01,56,46,2.59
528,Saryozek,KZ,2021-03-15 03:08:54,44.3583,77.9753,21.78,83,98,4.85
529,Sangar,RU,2021-03-15 03:08:55,63.9242,127.4739,0.72,90,89,13.47
530,Bonoua,CI,2021-03-15 03:08:56,5.2741,-3.595,77.0,88,20,3.44
531,Poso,ID,2021-03-15 03:08:56,-1.3959,120.7524,88.23,58,13,4.79
532,Behbahan,IR,2021-03-15 03:08:56,30.5959,50.2417,55.4,71,0,0.87
533,Miraflores,MX,2021-03-15 03:08:57,19.2167,-98.8083,71.6,35,75,9.22
534,Siloam Springs,US,2021-03-15 03:08:57,36.1881,-94.5405,51.01,93,1,5.75
535,Lagoa,PT,2021-03-15 03:08:59,39.05,-27.9833,59.41,90,36,10.89
536,Tsiroanomandidy,MG,2021-03-15 03:06:03,-18.7667,46.0333,62.8,90,2,1.59
537,Kiunga,PG,2021-03-15 03:09:02,-6.1219,141.2906,92.93,51,19,2.37
538,Caravelas,BR,2021-03-15 03:09:02,-17.7125,-39.2481,73.98,84,0,4.56
539,Fayetteville,US,2021-03-15 03:07:18,35.0527,-78.8784,66.2,34,90,5.75
540,Tazmalt,DZ,2021-03-15 03:09:03,36.3868,4.3989,47.1,89,17,2.75
541,Taybad,IR,2021-03-15 03:09:04,34.74,60.7756,35.04,51,100,5.3
542,Lengshuitan,CN,2021-03-15 03:09:04,26.4111,111.5956,77.14,63,17,11.9
543,Kuching,MY,2021-03-15 03:09:04,1.55,110.3333,80.6,83,20,2.3
544,Sicuani,PE,2021-03-15 03:09:05,-14.2694,-71.2261,41.86,95,100,3.85
545,Kangaatsiaq,GL,2021-03-15 03:09:05,68.3065,-53.4641,11.34,89,100,15.28
546,Abong Mbang,CM,2021-03-15 03:09:06,3.9833,13.1833,67.53,94,100,4.38
547,Marsa Matruh,EG,2021-03-15 03:09:08,31.3525,27.2453,51.8,93,40,3.44
548,Baillif,GP,2021-03-15 03:09:08,16.0202,-61.7463,71.6,88,0,8.61
549,Iqaluit,CA,2021-03-15 03:09:09,63.7506,-68.5145,-16.01,63,40,19.57
550,Sovetskiy,RU,2021-03-15 03:09:09,61.3614,63.5842,9.05,92,49,8.46
551,Alekseyevsk,RU,2021-03-15 03:09:10,57.8406,108.3492,9.14,89,93,11.43
552,Kothapet,IN,2021-03-15 03:09:11,19.3333,79.4833,82.58,24,0,5.57
553,Yuzhno-Kurilsk,RU,2021-03-15 03:09:11,44.0306,145.8556,34.03,95,99,19.3
554,Coronel Bogado,PY,2021-03-15 03:09:12,-27.1833,-56.3,74.07,52,97,4.25
555,Santa Fe,AR,2021-03-15 03:09:13,-31.6333,-60.7,73.99,71,63,1.99
556,Boguchany,RU,2021-03-15 03:09:13,58.3814,97.4531,6.48,91,100,6.44
557,Honningsvag,NO,2021-03-15 03:09:14,70.9821,25.9704,30.92,87,100,16.87
558,Simbahan,PH,2021-03-15 03:09:14,6.3032,120.5836,81.61,75,8,4.38
559,Atambua,ID,2021-03-15 03:09:14,-9.1061,124.8925,82.62,71,98,3.78
560,Marienburg,PL,2021-03-15 03:07:02,54.0359,19.0266,36.0,100,97,7.67
561,Zastron,ZA,2021-03-15 03:09:15,-30.3023,27.084,59.61,47,12,6.04
562,Sao Gabriel Da Cachoeira,BR,2021-03-15 03:09:16,-0.1303,-67.0892,73.26,92,15,1.95
563,Biltine,TD,2021-03-15 03:09:17,14.5333,20.9167,80.51,8,6,11.45
564,Catamarca,AR,2021-03-15 03:09:18,-28.4696,-65.7852,70.0,99,98,1.99
565,Sukhumi,GE,2021-03-15 03:07:26,43.0033,41.0153,46.18,61,2,4.81
566,Aljezur,PT,2021-03-15 03:09:20,37.3191,-8.8033,51.75,72,12,8.08
567,Suarez,CO,2021-03-15 03:09:20,2.954,-76.6964,68.45,96,100,2.39
568,Vangaindrano,MG,2021-03-15 03:09:20,-23.35,47.6,72.59,88,60,4.52
